text,label
"If I bring up my concerns, my therapist will think I'm not making progress.",Fortune-telling
"My kids will blame me for the divorce when they're older.",Fortune-telling
"If I apply to grad school, I won't get accepted anywhere.",Fortune-telling
"I know my boss is going to assign me more work than I can handle.",Fortune-telling
"If I start my own business, I'll go bankrupt within a year.",Fortune-telling
"My hair is going to look terrible at the wedding.",Fortune-telling
"If I say what I really think, people will stop being my friends.",Fortune-telling
"I'll never learn to drive without having a panic attack.",Fortune-telling
"If I set boundaries with my parents, they'll never forgive me.",Fortune-telling
"My health insurance claim will definitely be denied.",Fortune-telling
"If I tell him I like him, he'll reject me and things will be weird forever.",Fortune-telling
"I know I won't sleep tonight because I have that meeting tomorrow.",Fortune-telling
"My new coworkers won't like me once they get to know the real me.",Fortune-telling
"If I go to the gym, everyone will judge how out of shape I am.",Fortune-telling
"I'll never pass this certification exam no matter how much I prepare.",Fortune-telling
"If I adopt a pet, something bad will happen to it.",Fortune-telling
"My retirement is going to be miserable and lonely.",Fortune-telling
"If I quit this job, I'll never find another one as good.",Fortune-telling
"I know my blind date is going to be a disaster.",Fortune-telling
"My students will all fail the exam because I'm not a good enough teacher.",Fortune-telling
"If I move in with my partner, the relationship will fall apart.",Fortune-telling
"I'll never finish writing this book because I always give up.",Fortune-telling
"If I volunteer for this project, I'll embarrass myself.",Fortune-telling
"My car is making a weird noise and it's going to break down on the highway.",Fortune-telling
"If I tell my family about my sexuality, they'll disown me.",Fortune-telling
"I know I'll be the worst performer at the recital.",Fortune-telling
"My next relationship will end the same way all my others have.",Fortune-telling
"If I stop taking my medication, everything will fall apart.",Fortune-telling
"I'll never be able to afford retirement at this rate.",Fortune-telling
"If I confront my roommate about the mess, we'll stop being friends.",Fortune-telling
"My presentation slides have a typo and everyone will notice and think I'm careless.",Fortune-telling
"If I go on vacation, something bad will happen while I'm away.",Fortune-telling
"I know I'll freeze up during the job interview and won't be able to answer any questions.",Fortune-telling
"My child is going to struggle in school just like I did.",Fortune-telling
"If I open my own restaurant, it will close within six months.",Fortune-telling
"I'll always be anxious, no amount of therapy will change that.",Fortune-telling
"If I invite people to my party, nobody will show up.",Fortune-telling
"My relationship with my stepkids is never going to get better.",Fortune-telling
"If I express my needs in this relationship, my partner will think I'm too demanding.",Fortune-telling
"I just know this promotion is going to go to someone else.",Fortune-telling
"My aging parents are going to need more help than I can possibly give.",Fortune-telling
"If I switch schools, my child will be bullied again.",Fortune-telling
"I'll never save enough money to buy a house in this market.",Fortune-telling
"If I try a new hobby at my age, I'll just embarrass myself.",Fortune-telling
"My doctor's appointment will bring bad news, I can feel it.",Fortune-telling
"If I put myself out there on dating apps, I'll only attract the wrong people.",Fortune-telling
"I know this project is going to fail because nothing ever works out for me.",Fortune-telling
"My dog's surgery is going to go wrong and I'll lose her.",Fortune-telling
"If I don't check my locks three times, someone will break in.",Fortune-telling
"I'll never get over this breakup, the pain will last forever.",Fortune-telling
"If I have another child, I won't be able to handle the stress.",Fortune-telling
"The wedding planning will definitely cause a fight between us.",Fortune-telling
"If I share my writing online, people will tear it apart and I'll never write again.",Fortune-telling
"I know my teenager is going to get into drugs like the other kids at school.",Fortune-telling
"My annual review is going to be terrible this year.",Fortune-telling
"If I stop people-pleasing, I'll lose all my friends.",Fortune-telling
"I know this calm period won't last and something awful is around the corner.",Fortune-telling
"If I take a day off work, everything will fall behind and I'll get in trouble.",Fortune-telling
"My children will never appreciate what I've sacrificed for them.",Fortune-telling
"My child's teacher thinks I'm a bad parent because of what happened.",Personalization
"The weather ruined the picnic I planned, if only I had chosen a different day.",Personalization
"My coworker didn't say hello this morning because I must have done something wrong.",Personalization
"The restaurant gave us bad service because I chose the wrong place.",Personalization
"My parents are fighting again and I feel like I should have been able to prevent it.",Personalization
"My friend's depression got worse after I told them about my good news.",Personalization
"The team didn't meet its goal this quarter because of my underperformance.",Personalization
"My neighbor's garden looks bad because my tree is blocking their sunlight.",Personalization
"My cat ran away from home because I wasn't giving it enough attention.",Personalization
"My grandmother fell down the stairs because I didn't insist on a handrail.",Personalization
"My friend group stopped hanging out because I was the boring one.",Personalization
"My partner had a bad day at work and it's probably because of our argument this morning.",Personalization
"The family vacation was disappointing because I chose the wrong destination.",Personalization
"My child's anxiety is my fault because I've always been an anxious person.",Personalization
"My employee quit because I wasn't a good enough manager.",Personalization
"My sister is gaining weight because I keep suggesting we eat out.",Personalization
"The school play was mediocre because I didn't volunteer to help enough.",Personalization
"My friend got into a car accident after I told them to take that route.",Personalization
"My kids are stressed about school because I put too much pressure on them.",Personalization
"The relationship between my parents has gotten worse since I moved back home.",Personalization
"My colleague got a bad performance review and I feel responsible because I was supposed to help them.",Personalization
"The charity event didn't raise enough money because my fundraising efforts weren't good enough.",Personalization
"My husband's back pain is because I asked him to help me move furniture.",Personalization
"My best friend is single because I keep setting them up with the wrong people.",Personalization
"The power went out during the party I hosted and I feel like the whole night was my fault.",Personalization
"My child failed their driver's test because I didn't practice with them enough.",Personalization
"The family business is struggling because I took over from my father.",Personalization
"My partner gained weight because I keep cooking unhealthy meals.",Personalization
"My grandchild doesn't want to visit because I'm not fun enough.",Personalization
"The meeting ran over time because I asked too many questions.",Personalization
"My roommate is unhappy living here because I'm not a good roommate.",Personalization
"My friend relapsed because I wasn't there to support them.",Personalization
"My son is being rebellious because I was too strict growing up.",Personalization
"The project deadline was missed because I didn't communicate clearly enough.",Personalization
"My mother's health is declining because the stress I've caused her over the years.",Personalization
"My nephew is struggling in school and I feel responsible because I was supposed to tutor him.",Personalization
"My dog is aggressive because I didn't socialize it enough as a puppy.",Personalization
"My partner feels insecure because I haven't complimented them enough.",Personalization
"The neighborhood association is upset because my lawn doesn't look as nice as everyone else's.",Personalization
"My coworker got passed over for a promotion because I took the position.",Personalization
"My daughter is shy because I didn't expose her to enough social situations.",Personalization
"The community event was poorly attended because I didn't promote it well enough.",Personalization
"My friend is in debt because I encouraged them to take that vacation.",Personalization
"My student dropped out of the program because of my harsh feedback.",Personalization
"My wife had a miscarriage and I can't help thinking it's because of the stress I caused.",Personalization
"My team lost morale because I wasn't upbeat enough during the tough times.",Personalization
"My brother's marriage problems are partly my fault because I introduced them.",Personalization
"My child got sick at daycare because I didn't dress them warmly enough.",Personalization
"The group dinner was awkward because I invited people who don't get along.",Personalization
"My professor gave me a low grade because I didn't attend office hours.",Personalization
"I'm such a waste of space who contributes nothing to the world.",Labeling
"She's a tyrant who loves making everyone miserable.",Labeling
"I'm a complete doormat who lets everyone walk all over me.",Labeling
"He's an abuser plain and simple.",Labeling
"I'm a sellout for taking this corporate job instead of following my dreams.",Labeling
"She's a homewrecker who doesn't care about anyone else's family.",Labeling
"I'm a procrastinator who will never amount to anything.",Labeling
"He's a cheapskate who values money over people.",Labeling
"I'm a lost cause who no therapist can help.",Labeling
"She's a helicopter parent who is ruining her children.",Labeling
"I'm a pushover who can never stand up for myself.",Labeling
"He's a narcissist who only thinks about himself.",Labeling
"I'm a train wreck that everyone watches from a distance.",Labeling
"She's the office gossip who can't be trusted with anything.",Labeling
"I'm a terrible human being for having these thoughts.",Labeling
"He's a slob who will never change his ways.",Labeling
"I'm a phony who pretends to be happy all the time.",Labeling
"She's an enabler who makes everyone's problems worse.",Labeling
"I'm a quitter who gives up on everything that gets hard.",Labeling
"He's a predator and nobody sees it but me.",Labeling
"I'm an imposter who lucked into this position.",Labeling
"She's a drama magnet who thrives on conflict.",Labeling
"I'm a has-been who peaked in high school.",Labeling
"He's a deadweight on the team who does nothing useful.",Labeling
"I'm a crybaby who can't handle normal adult problems.",Labeling
"She's a control maniac who micromanages everyone around her.",Labeling
"I'm a couch potato who will never get in shape.",Labeling
"He's a commitment-phobe who will never settle down.",Labeling
"I'm a basket case who falls apart at the slightest pressure.",Labeling
"She's a worrier who makes mountains out of molehills.",Labeling
"I'm a dropout who couldn't hack it in school.",Labeling
"He's a gaslighter who makes me question my own reality.",Labeling
"I'm a black sheep who will never fit in with my family.",Labeling
"She's a prima donna who thinks the world revolves around her.",Labeling
"I'm an old fool who should have retired years ago.",Labeling
"He's a workaholic who cares more about his career than his family.",Labeling
"I'm nothing more than a paycheck to my family.",Labeling
"She's a backstabbing snake I should have never trusted.",Labeling
"I'm a weakling who can't even handle my own problems.",Labeling
"He's a leech who drains the energy from everyone around him.",Labeling
"I'm a lost soul with no direction or purpose in life.",Labeling
"She's a nag who never stops complaining about everything.",Labeling
"I'm a nuisance to everyone I interact with.",Labeling
"He's an airhead who never takes anything seriously.",Labeling
"I'm a toxic person who poisons every relationship I'm in.",Labeling
"She's a user who only reaches out when she needs something.",Labeling
"I'm a bottom feeder who will never climb out of this hole.",Labeling
"He's a hothead who explodes at the smallest provocation.",Labeling
"I'm a charity case that people only help out of pity.",Labeling
"She's a witch who enjoys making other people suffer.",Labeling
"I'm an emotional wreck who can never keep it together.",Labeling
"He's a robot who has no feelings or empathy.",Labeling
"I'm a nobody who will never be remembered for anything.",Labeling
"She's a leech on society who refuses to contribute.",Labeling
"I'm just a warm body filling a seat at work.",Labeling
"He's a clown who nobody takes seriously.",Labeling
"I'm a doormat who deserves to be walked on.",Labeling
"She's a spoiled brat who has never had to work for anything.",Labeling
"I'm a chronic underachiever who wastes every opportunity.",Labeling
"He's a monster in disguise pretending to be a good person.",Labeling
"I'm invisible to everyone like I don't even exist.",Labeling
"If I don't reply to that text immediately, they'll think I'm ignoring them and our whole friendship will suffer.",Magnification
"Getting a parking ticket today is absolutely the worst possible thing that could happen.",Magnification
"I left my phone at home and now my entire day is going to be ruined.",Magnification
"This one wrinkle on my face means I'm aging terribly and everyone can see it.",Magnification
"My child coughed once and I'm already imagining a week-long illness.",Magnification
"I mispronounced someone's name and now they'll never forget and will always hold it against me.",Magnification
"If I don't ace this presentation, my career is essentially over.",Magnification
"The fact that my ex blocked me means I was the most terrible partner in the world.",Magnification
"I spilled coffee on my shirt and now everyone at work will think I'm a slob.",Magnification
"My child got a B and now they'll never get into a good college.",Magnification
"One gray hair means I'm going to look ancient within a year.",Magnification
"My friend was short with me on the phone and it's proof that our friendship is dying.",Magnification
"I burned dinner and now my in-laws will think I'm the worst cook ever.",Magnification
"If I take a sick day, everyone will think I'm unreliable and my job will be at risk.",Magnification
"My dentist found one cavity and now I'm convinced all my teeth will need crowns.",Magnification
"The fact that my ex is dating someone new means I meant absolutely nothing and was easily replaceable.",Magnification
"I got one piece of constructive feedback and now I'm sure my boss is going to fire me.",Magnification
"My kid fell off their bike and I'm terrified this means they're going to be afraid of physical activity forever.",Magnification
"I was five minutes late to pick up my child and now they'll grow up thinking I don't care.",Magnification
"One negative review of my restaurant will drive away every single potential customer.",Magnification
"My partner forgot our anniversary and it proves they don't love me at all.",Magnification
"This one setback in my recovery means I'll never get better.",Magnification
"I accidentally liked my ex's photo from three years ago and now they'll think I'm a stalker.",Magnification
"My blood pressure was slightly elevated at one appointment and I'm convinced I'll have a stroke.",Magnification
"I wore the wrong outfit to the event and now everyone thinks I have no sense of style.",Magnification
"My baby hasn't said their first word yet and I'm terrified they have a developmental delay.",Magnification
"I got lost driving somewhere new and now my partner thinks I can never be relied on for directions.",Magnification
"The crack in the wall means the entire house foundation is compromised.",Magnification
"I accidentally sent an email to the wrong person and my professional reputation is destroyed.",Magnification
"If I eat this piece of cake, I'll gain back all the weight I've lost.",Magnification
"My coworker corrected me in a meeting and now the whole team thinks I'm incompetent.",Magnification
"My phone screen flickered once and it's definitely going to die completely.",Magnification
"I noticed my car making a slight noise and I'm certain the engine is about to fail.",Magnification
"My child said they prefer dad and it means they hate me and I'm a terrible mother.",Magnification
"I got one question wrong on the practice test and now I'm going to fail the real thing.",Magnification
"This small disagreement about dinner plans is proof that we can't agree on anything important.",Magnification
"I saw a spider in the house and now I'm convinced there's an infestation everywhere.",Magnification
"My tenant complained about a minor issue and I'm sure they're going to move out.",Magnification
"I showed up to the gym in the wrong shoes and everyone is definitely judging me.",Magnification
"My teacher corrected my grammar once and now I feel like I can't write at all.",Magnification
"I forgot someone's name at a party and they will absolutely never forgive me for it.",Magnification
"My puppy had an accident on the rug and I'm convinced it will never be potty trained.",Magnification
"I was late responding to a work email and now my client thinks I'm completely unprofessional.",Magnification
"One awkward handshake at a networking event and I'm certain I've made a terrible impression on everyone.",Magnification
"My partner looked at their phone during our conversation and it means they find me completely boring.",Magnification
"I noticed a small dent on my car and it feels like the entire vehicle is damaged beyond repair.",Magnification
"I tripped walking into the office and I'm sure everyone will be talking about it all day.",Magnification
"My doctor ordered a routine blood test and I'm already convinced something terrible will show up.",Magnification
"I raised my voice at my spouse once and now I'm certain our marriage is toxic.",Magnification
"My coworker got assigned the project I wanted and it means my manager doesn't value me at all.",Magnification
"I can tell my sister is annoyed with me by the tone of her voice.",Mind Reading
"My coworker avoided eye contact with me so they must be upset about something I did.",Mind Reading
"My spouse is being quiet so I know they're thinking about leaving me.",Mind Reading
"The recruiter didn't call me back today so they obviously don't think I'm qualified.",Mind Reading
"My neighbor closed their blinds when I walked by because they don't want to see me.",Mind Reading
"My child's teacher scheduled a meeting and I know it's because they think I'm a negligent parent.",Mind Reading
"Everyone at the dinner table is thinking about how much weight I've gained.",Mind Reading
"My friend invited everyone but me because they think I'm no fun.",Mind Reading
"My supervisor assigned me easier tasks because they think I'm not capable of more.",Mind Reading
"The barista gave me a strange look because they think my order is stupid.",Mind Reading
"My mother sighed on the phone so I know she's disappointed in my life choices.",Mind Reading
"My partner's friends don't like me, I can tell by the way they talk to me.",Mind Reading
"My classmates think I'm a teacher's pet because I participate in class.",Mind Reading
"The mechanic is overcharging me because he thinks I don't know anything about cars.",Mind Reading
"My daughter rolled her eyes so she obviously thinks I'm the worst mom ever.",Mind Reading
"My old friends see my social media posts and think I'm trying too hard.",Mind Reading
"The real estate agent showed me cheaper houses because they think I can't afford anything better.",Mind Reading
"My best friend's husband thinks I'm a bad influence on her.",Mind Reading
"My colleagues talk quieter when I walk by because they're gossiping about me.",Mind Reading
"My in-laws smiled politely but I know they think I'm not good enough for their son.",Mind Reading
"My child didn't hug me when I picked them up so they must prefer their other parent.",Mind Reading
"My doctor gave me that look when I told them my symptoms so they think I'm a hypochondriac.",Mind Reading
"The woman next to me on the train moved seats because she doesn't want to sit near me.",Mind Reading
"My partner's coworker was extra friendly to them because they're interested in them romantically.",Mind Reading
"My advisor thinks my thesis topic is stupid but is too polite to say so.",Mind Reading
"My gym buddy doesn't want to work out with me anymore because they think I slow them down.",Mind Reading
"The security guard followed me in the store because they thought I was going to steal something.",Mind Reading
"My book club members think my taste in books is unsophisticated.",Mind Reading
"My neighbor watches me from their window because they think I'm suspicious.",Mind Reading
"My therapist writes notes furiously because they think my problems are unusual.",Mind Reading
"My boss texted me on a Saturday so they must be unhappy with my Friday work.",Mind Reading
"The people at the support group think my problems aren't serious enough to be there.",Mind Reading
"My sibling didn't comment on my promotion so they must be jealous and resentful.",Mind Reading
"My coworker always takes a different lunch break than me because they don't want to eat together.",Mind Reading
"My landlord came by unexpectedly because they think I'm damaging the property.",Mind Reading
"My uncle keeps asking about my career because he thinks I'm not successful.",Mind Reading
"My client asked for revisions because they think my work isn't good enough.",Mind Reading
"The couple next to us at the restaurant was looking over because they think we're a strange pair.",Mind Reading
"My friend gave me a book about mindfulness because they think I'm a mess.",Mind Reading
"My dentist makes small talk to distract me because they think I can't handle the truth about my teeth.",Mind Reading
"My child's coach doesn't play them as much because they think my kid isn't talented.",Mind Reading
"My professor asked if I understood the material because they think I'm falling behind.",Mind Reading
"My partner's tone changed when I told them about my day because they think my problems are trivial.",Mind Reading
"My bridesmaid made a face during the dress fitting because she thinks my wedding plans are tacky.",Mind Reading
"The salespeople ignore me in fancy stores because they assume I can't afford anything.",Mind Reading
"My daughter's boyfriend was polite but I know he thinks I'm overbearing.",Mind Reading
"My new manager scheduled a one-on-one because they've already decided I'm underperforming.",Mind Reading
"My friend took a long time to respond to my text because they were deliberating how to let me down easy.",Mind Reading
"My coworker complimented my outfit but I know they were being sarcastic.",Mind Reading
"The other parents at my kid's school think I'm irresponsible for letting my child eat sugary snacks.",Mind Reading
"My brother-in-law made a joke about my cooking because he genuinely thinks I'm terrible at it.",Mind Reading
"My barber rushed through my haircut because they wanted to get rid of me as a client.",Mind Reading
"My study group members think I'm dragging them down because I ask too many questions.",Mind Reading
"My neighbor's dog barks at me because even animals can sense that I'm not a good person.",Mind Reading
"My partner always sides with their mother because deep down they agree I'm not good enough.",Mind Reading
"My intern avoids asking me questions because they think I'm unapproachable and mean.",Mind Reading
"My childhood best friend didn't invite me to their wedding because they've outgrown me.",Mind Reading
"Every time I start a diet, I end up gaining the weight back.",Overgeneralization
"No matter what I do, my mother is never satisfied.",Overgeneralization
"I always end up the odd one out in every friend group.",Overgeneralization
"Every job I've had has been soul-crushing and meaningless.",Overgeneralization
"Nobody in my life has ever truly understood what I'm going through.",Overgeneralization
"I always ruin good things in my life before they can last.",Overgeneralization
"Every conversation I have ends up being awkward.",Overgeneralization
"Nothing I try in therapy ever works for me.",Overgeneralization
"All my ideas at work get shut down without consideration.",Overgeneralization
"I always end up the caretaker in every relationship.",Overgeneralization
"Every time I get my hopes up, something disappointing happens.",Overgeneralization
"Nobody has ever stood up for me when I needed it.",Overgeneralization
"I always make the wrong investment decisions.",Overgeneralization
"Every landlord I've ever had has been unreasonable.",Overgeneralization
"Nothing good comes from taking risks, I've learned that the hard way.",Overgeneralization
"All my coworkers get along with each other except with me.",Overgeneralization
"I always procrastinate and it ruins everything.",Overgeneralization
"Every time I trust my gut, I end up making the wrong choice.",Overgeneralization
"Nobody takes me seriously no matter what I accomplish.",Overgeneralization
"I always get the short end of the stick in every situation.",Overgeneralization
"Every New Year's resolution I make ends in failure by February.",Overgeneralization
"All the good men are taken, there's nobody decent left.",Overgeneralization
"Nothing I say in meetings ever gets taken seriously by my team.",Overgeneralization
"I always lose my temper at the worst possible moments.",Overgeneralization
"Every time I try to be creative, it turns out terrible.",Overgeneralization
"Nobody in my generation can afford to buy a home.",Overgeneralization
"I always attract people who are emotionally unavailable.",Overgeneralization
"Every time I plan something special, it gets ruined.",Overgeneralization
"Nothing I've done has made any real difference in the world.",Overgeneralization
"All the promotions at my company go to people who don't deserve them.",Overgeneralization
"I always end up being the one who cares more in relationships.",Overgeneralization
"Every time I exercise, I end up hurting myself.",Overgeneralization
"Nobody remembers the good things I've done, only my mistakes.",Overgeneralization
"I always choose the slowest checkout line at the store.",Overgeneralization
"Every time I express my feelings, people dismiss them.",Overgeneralization
"Nothing about modern dating is genuine, everyone plays games.",Overgeneralization
"All politicians are corrupt and only care about themselves.",Overgeneralization
"I always get sick right before important events.",Overgeneralization
"Every time I try to budget, unexpected expenses ruin it.",Overgeneralization
"Nobody in this company actually cares about their employees.",Overgeneralization
"I always fall for the same type of toxic person.",Overgeneralization
"Every birthday I've had has been disappointing.",Overgeneralization
"Nothing about college prepared me for the real world.",Overgeneralization
"All my attempts at hobbies end up being abandoned.",Overgeneralization
"I always make a bad first impression on people.",Overgeneralization
"Every time I confide in someone, it comes back to haunt me.",Overgeneralization
"Nobody ever picks up on my hints when I need help.",Overgeneralization
"I always oversleep when I have something important to do.",Overgeneralization
"Every time I try to assert myself, it backfires.",Overgeneralization
"Nothing I've tried has helped with my insomnia.",Overgeneralization
"All my relatives think they know what's best for my life.",Overgeneralization
"I always start strong but never follow through on anything.",Overgeneralization
"Every weekend I try to relax ends up being stressful.",Overgeneralization
"Nobody has ever given me a real chance to prove myself.",Overgeneralization
"I always forget the important things but remember useless details.",Overgeneralization
"Every time I try to save money, something breaks and I have to spend it.",Overgeneralization
"Nothing in my love life has ever gone smoothly.",Overgeneralization
"All my neighbors are nosy and judgmental.",Overgeneralization
"I always end up apologizing even when it's not my fault.",Overgeneralization
"Every time I go to a restaurant, the service is terrible.",Overgeneralization
"Nobody ever invites me to things unless they need something from me.",Overgeneralization
